taz_key,county,district,neighborhood,Shape_Length,Shape_Area
1270,sol,Fairfield,Cordero Junction,34037.87596,35073249.65
1271,sol,Vacaville,Cypress Lakes,20611.22091,18833431.86
1272,sol,Vacaville,State Medical,7657.938329,3576943.192
1273,sol,Vacaville,Three Oaks,17609.89,8603694.466
1274,sol,Vacaville,Padan Pk,6843.405766,2548182.478
1275,sol,Vacaville,Beeland,4871.243973,1090762.613
1276,sol,Vacaville,Notre Dame School,5146.636445,1102111.685
1277,sol,Vacaville,Meadowlands Pk,5765.468503,1680795.186
1278,sol,Vacaville,Nelson Pk,12639.82413,5687395.995
1279,sol,Northeastern Solano County,Vacaville NE,41247.28621,55955394.69
1280,sol,Vacaville,Nut Tree,11619.66373,6783954.629
1281,sol,Vacaville,Vacaville Commons,6515.004883,2524293.313
1282,sol,Vacaville,Browns Valley Rd,15897.52928,11733255.03
1283,sol,Vacaville,Vacaville HS,6194.191699,1833645.813
1284,sol,Vacaville,Central Vacaville,14768.12706,6126763.171
1285,sol,Vacaville,N Orchard Pk,10508.38379,5027368.978
1286,sol,Northeastern Solano County,Pleasant Valley,86444.81313,227538538.6
1287,sol,Northeastern Solano County,Dixon Periphery,126648.4679,444269760.1
1288,sol,Northeastern Solano County,West Dixon,16536.68182,10229473.31
1289,sol,Northeastern Solano County,East Dixon,22126.9254,16755179.35
1290,sol,Southeastern Solano County,Rio Vista,151257.6647,596042636.4
1291,nap,Southern Napa County,AmCanyon E,58551.38809,75142464.84
1292,nap,Southern Napa County,Airport to AmCanyon W,35476.42391,38805301.26
1293,nap,Napa City,Riverpark,21200.42719,14771786.7
1294,nap,Napa City,College and Hospital,13678.36364,5136444.433
1295,nap,Napa City,Silverado and Soscol,11690.43865,4818126.558
1296,nap,Napa City,Silverado and 1st,14053.96545,6584164.119
1297,nap,Napa City,E Pueblo Av,6661.210161,2623445.834
1298,nap,Napa City,Downtown N,6663.02744,1259104.979
1299,nap,Napa City,Downtown E,4573.257598,1021202.706
1300,nap,Napa City,Los Robles,3900.737435,880215.2091
1301,nap,Napa City,Downtown W,6000.336464,1389727.404
1302,nap,Napa City,Outlets,10517.00974,6344663.285
1303,nap,Napa City,Westview Dr,7577.307889,2249575.535
1304,nap,Napa City,W Pueblo Av,8441.363651,2816751.358
1305,nap,Napa City,Napa HS,6722.633941,1974424.6
1306,nap,Napa City,Union Salvador,9392.124203,5363698.475
1307,nap,Napa City,Union W,8330.732257,3357814.271
1308,nap,Sonoma Valley,Los Carneros,102528.1037,153372591.7
1309,nap,Southern Napa County,Oak Knoll,60797.45681,59983199.99
1310,nap,Southern Napa County,Yountville,14893.96096,3793029.954
1311,nap,Southern Napa County,Silverado,117666.5911,373423895.6
1312,nap,Northern Napa County,Lake Berryessa,145717.7253,758485718
1313,nap,Northern Napa County,Angwin,76716.28818,182003357.8
1314,nap,Northern Napa County,Saint Helena,22512.26796,12817431.95
1315,nap,Northern Napa County,Oakville Rutherford,78287.17396,133235522.7
1316,nap,Northern Napa County,Howell Mountain,85044.76162,178549070.1
1317,nap,Northern Napa County,Calistoga,14372.48844,6761926.745
1318,son,Sonoma Valley,Kenwood Glen Ellen,67567.80318,103117932.3
1319,son,Sonoma Valley,Boyes Hot Springs,26900.24651,16055647.85
1320,son,Sonoma Valley,Mission Highliands,29133.05188,32236211.97
1321,son,Sonoma Valley,El Verano,9985.760868,2904042.242
1322,son,Sonoma Valley,Temelec,39785.87152,61427313.92
1323,son,Sonoma Valley,Downtown,12657.75756,7202053.982
1324,son,Sonoma Valley,Schelville,74893.96565,156104447.8
1325,son,Petaluma,Petaluma Marsh,103807.5127,180565315.1
1326,son,Petaluma,Petaluma South,21662.19449,20291838.54
1327,son,Petaluma,Petaluma SW,20236.80912,13805686.08
1328,son,Sebastopol Graton,Coastguard Training,53887.6569,121325020.5
1329,son,Petaluma,Skillman Ln,21217.59048,15655875.85
1330,son,Petaluma,Cypress Hills Cemetary,8689.862993,2442799
1331,son,Petaluma,Downtown N,10324.8563,3016245.559
1332,son,Petaluma,Downtown,10048.87863,3602437.239
1333,son,Petaluma,Miwok Pk,4556.469268,1240725.439
1334,son,Petaluma,Crinella,5331.418639,1665544.465
1335,son,Petaluma,McDowell and Worthington,9273.534247,3433299.036
1336,son,Petaluma,Sonoma Mountain Pkwy,16713.87205,14718186.01
1337,son,Rohnert Cotati,Rohnert Cotati W,34927.71856,28415378.41
1338,son,Rohnert Cotati,Central Cotati,9223.892662,3318607.049
1339,son,Rohnert Cotati,Cotati E,6591.736785,2437323.064
1340,son,Rohnert Cotati,Sonoma Mountain Village,8226.638155,4200989.193
1341,son,Rohnert Cotati,Copeland Creek,39257.95985,36075947.17
1342,son,Rohnert Cotati,Sonoma SU,7239.325583,2179865.898
1343,son,Rohnert Cotati,Cotati N,5428.503331,1183704.031
1344,son,Rohnert Cotati,Central Rohnert Park,5304.416907,1754592.518
1345,son,Rohnert Cotati,Rohnert Park E,4432.20808,1114329.292
1346,son,Rohnert Cotati,Foxtail S,8279.755612,2982467.553
1347,son,Rohnert Cotati,Foxtail N,9485.182063,4466825.354
1348,son,Outer Santa Rosa,S Santa Rosa Av,17135.19233,8813004.907
1349,son,Outer Santa Rosa,South Park,19959.40691,12618375.94
1350,son,Outer Santa Rosa,Bennett Valley,33702.07523,26750647.7
1351,son,Outer Santa Rosa,Strawberry Pk,6204.182603,1555301.38
1352,son,Outer Santa Rosa,Annadel Heights,29516.45664,14600137.5
1353,son,Sonoma Valley,Annadel and Hood,61380.28178,88614635.46
1354,son,Northern Sonoma County,Calistoga Rd,57818.63389,121503771
1355,son,Outer Santa Rosa,Rincon Valley N,6357.684454,1839557.067
1356,son,Outer Santa Rosa,Mission Blvd,8488.057637,2762748.681
1357,son,Outer Santa Rosa,Rincon Valley S,10802.30135,2002809.374
1358,son,Outer Santa Rosa,Howarth Pk,16159.69337,5397208.957
1359,son,Central Santa Rosa,Memorial Hospital,7861.450677,2505423.985
1360,son,Central Santa Rosa,South,4291.889539,980102.4684
1361,son,Central Santa Rosa,North,5355.87104,1270619.143
1362,son,Central Santa Rosa,King and Benton,5333.868595,1319199.15
1363,son,Central Santa Rosa,Steele Ln,7732.380452,2164079.026
1364,son,Central Santa Rosa,King and Pacific,5267.834958,1202660.887
1365,son,Outer Santa Rosa,Alta Vista,9930.749566,3449822.626
1366,son,Outer Santa Rosa,Fountain Grove,25392.83135,21092739.4
1367,son,Northern Sonoma County,Shiloh Ranch,24668.53431,23851502.91
1368,son,Outer Santa Rosa,Schultz Airport,28752.3753,20719910.54
1369,son,Outer Santa Rosa,Hopper Av,10981.9053,5231683.995
1370,son,Outer Santa Rosa,Piner Rd,23919.46169,27522454.76
1371,son,Central Santa Rosa,Piner HS,6842.255927,2309088.489
1372,son,Central Santa Rosa,Marlow and Steele,5575.59677,1668070.506
1373,son,Central Santa Rosa,Schulz,5788.962397,2027445.199
1374,son,Central Santa Rosa,Coddington SMART,7215.055329,2503529.302
1375,son,Central Santa Rosa,College and Hallyard,9117.314183,3330706.63
1376,son,Central Santa Rosa,RR Square,7345.890363,2242563.943
1377,son,Central Santa Rosa,Imwalle Gardens,8251.836026,1796304.986
1378,son,Central Santa Rosa,Roseland NW,10097.0411,3181012.346
1379,son,Central Santa Rosa,Roseland SE,6023.203615,1352614.174
1380,son,Outer Santa Rosa,S Santa Rosa,16498.71264,12666735.45
1381,son,Outer Santa Rosa,Wright,26520.47696,32806225.12
1382,son,Outer Santa Rosa,Riccas Corner,23571.81386,24750870.8
1383,son,Sebastopol Graton,Graton,37056.54578,41637978.9
1384,son,Sebastopol Graton,Sebastopol N,15219.95922,10820700.44
1385,son,Sebastopol Graton,Sebastopol SW,13240.16634,8663424.876
1386,son,Sebastopol Graton,Sebastopol SE,19846.80492,8410362.263
1387,son,Sebastopol Graton,Blucher Creek,35699.49254,45661733.57
1388,son,Sebastopol Graton,English Hill,48032.97536,69496346.54
1389,son,Sonoma Coast,Bodega,75198.41429,137903286.8
1390,son,Sonoma Coast,Russian River SW,64608.08823,76043473.89
1391,son,Sonoma Coast,Russian River NW,46231.55078,59628366.56
1392,son,Sebastopol Graton,Russian River SE,43298.15857,41794807.56
1393,son,Northern Sonoma County,Russian River NE,55542.08142,46393068.32
1394,son,Northern Sonoma County,Windsor W,45287.73471,37358392.62
1395,son,Northern Sonoma County,Central Windsor,15367.51334,7099328.181
1396,son,Northern Sonoma County,Windsor E,43448.20507,62270356.62
1397,son,Northern Sonoma County,Healdsburg Ridge,45070.40224,65795993.97
1398,son,Northern Sonoma County,Healdsburg E,8638.53038,3231110.983
1399,son,Northern Sonoma County,Healdsburg W,13364.26662,3532081.304
1400,son,Northern Sonoma County,Mill Creek,113019.6464,223540346.6
1401,son,Northern Sonoma County,Geyserville,133348.7001,581207162.9
1402,son,Northern Sonoma County,Cloverdale,85194.8121,216267010
1403,son,Sonoma Coast,N Coast,264397.4608,1027161965
1404,mar,Novato,Airport Petaluma Pt,51399.11167,33925448.26
1405,mar,Novato,Novato E,14401.53611,10643868.21
1406,mar,Novato,Bel Marin Keys,23145.83266,10870703.61
1407,mar,Novato,Hamilton,18909.11904,9709897.115
1408,mar,Novato,Ignacio S,21497.8933,17418759.83
1409,mar,Novato,Ignacio N,13988.75734,5962339.275
1410,mar,Novato,Lynwood Hill,9070.841476,2130659.446
1411,mar,Novato,Novato S,8625.33864,4673999.471
1412,mar,Novato,Downtown,12189.56975,5814762.614
1413,mar,Novato,Novato N,15802.31347,9353421.925
1414,mar,Novato,Novato W,31291.54221,41355293.72
1415,mar,Marin County W,Marin N,175131.3958,512085581.5
1416,mar,Marin County W,Point Reyes,177088.0336,304606056.9
1417,mar,Marin County W,Kent Lake,68454.13732,72832353.81
1418,mar,Marin County W,San Geronimo,33684.72263,25235682.88
1419,mar,Central Marin County,Oak Manor,14242.95159,4482204.276
1420,mar,Central Marin County,Sleepy Hollow,18756.62748,10281323.6
1421,mar,San Rafael,Northgate Mall,10353.10259,4693365.656
1422,mar,San Rafael,Terra Linda,14625.40802,7114053.353
1423,mar,Central Marin County,Lucas Valley,26685.78781,19889378.05
1424,mar,San Rafael,Saint Vincent's,22766.37082,12431247.13
1425,mar,San Rafael,Santa Venetia,21710.7625,11406012.8
1426,mar,San Rafael,Point San Pedro,18842.71748,9311631.972
1427,mar,San Rafael,San Rafael HS,16257.20893,6781681.045
1428,mar,San Rafael,I580,16439.24774,4423106.453
1429,mar,San Rafael,Andersen Dr W and Bret Harte,7638.489166,2910333.101
1430,mar,San Rafael,Downtown,9191.564909,2314826.39
1431,mar,San Rafael,San Rafael Hill,12622.3116,4766292.883
1432,mar,Central Marin County,San Anselmo E,10343.78885,2848789.377
1433,mar,Central Marin County,San Anselmo W,7110.976104,1411939.161
1434,mar,Central Marin County,Fairfax,24352.01062,7783111.64
1435,mar,Central Marin County,Ross,11385.9159,4049731.237
1436,mar,Central Marin County,Kentfield,17139.56529,6668453.83
1437,mar,Central Marin County,Greenbrae,8348.168275,2929355.248
1438,mar,Marin County S,Meadowsweet,24518.85741,6634884.69
1439,mar,Tiburon Corte Madera,San Quentin,1528.375137,103888.4732
1440,mar,Central Marin County,Larkspur,15692.58317,4966744.021
1441,mar,Marin County S,Corte Madera,11825.25562,3666659.603
1442,mar,Marin County S,Mill Valley E,14149.40926,5312654.509
1443,mar,Marin County S,Alto,14345.50494,3367660.936
1444,mar,Marin County S,Strawberry,10790.75097,2527210.817
1445,mar,Tiburon Peninsula,Reed,19656.68272,5910375.895
1446,mar,Tiburon Peninsula,Tiburon,22488.15395,10357770.48
1447,mar,Tiburon Peninsula,Belvedere,7749.850669,1603349.383
1448,mar,Marin County S,Sausalito,18385.75245,3936705.9
1449,mar,Marin County S,Marin City,6996.985166,1483970.831
1450,mar,Marin County S,Tamapais Valley,23139.08464,8916216.795
1451,mar,Marin County S,Homestead Valley,18306.85387,3988692.951
1452,mar,Marin County S,Mill Valley W,16321.85723,4466787.515
1453,mar,Marin County W,Headlands,68813.23081,58077259.22
1454,mar,Marin County W,Bolinas,39887.12387,46920513.84
